station_nbr,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,week,weekday,quarter,holiday,blackfriday
8,2012-01-08,72.0,52.0,57.028257723270855,6.888888888888888,55.0,58.0,10.53314890982116,2.6650292141011427,,,RA BR HZ,0.0,0.03,29.64,30.157739108720694,1.1,36.0,1.2,2012,1,8,1,6,1,,
9,2012-01-08,41.0,19.0,30.0,6.888888888888888,23.0,27.0,35.0,0.0,,,BR,0.0,0.0,29.42,30.22,1.1,19.0,1.9,2012,1,8,1,6,1,,
10,2012-01-08,75.0,49.0,62.0,6.888888888888888,51.0,55.0,3.0,0.0,724.0,1743.0, ,0.0,0.0,30.17,30.21,3.0,14.0,3.1,2012,1,8,1,6,1,,
11,2012-01-08,75.0,42.0,59.0,6.0,49.0,53.0,6.0,0.0,725.0,1742.0,BR,0.0,0.0,30.17,30.21,2.0,15.0,2.5,2012,1,8,1,6,1,,
12,2012-01-08,74.0,45.0,60.0,6.888888888888888,51.0,54.0,5.0,0.0,,,FG BR,0.0,0.0,30.16,30.22,1.1,14.0,1.5,2012,1,8,1,6,1,,
13,2012-01-08,33.0,11.0,22.0,6.888888888888888,15.0,20.0,43.0,0.0,,, ,0.0,0.0,24.32,30.29,3.8,18.0,4.6,2012,1,8,1,6,1,,
14,2012-01-08,51.0,42.0,47.0,11.0,26.0,38.0,18.0,0.0,740.0,1735.0, ,0.0,0.0,28.76,30.14,10.5,2.0,10.8,2012,1,8,1,6,1,,
15,2012-01-08,41.0,21.0,31.0,11.0,20.0,27.0,34.0,0.0,717.0,1628.0, ,0.0,0.0,29.67,30.11,7.4,31.0,7.9,2012,1,8,1,6,1,,
16,2012-01-08,43.0,27.0,35.0,6.888888888888888,22.0,32.0,30.0,0.0,,, ,0.0,0.0,29.93,30.08,6.0,30.0,6.8,2012,1,8,1,6,1,,
17,2012-01-08,53.0,38.0,46.0,6.888888888888888,27.0,38.0,19.0,0.0,,, ,0.0,0.0,29.5,30.18,7.2,1.0,7.6,2012,1,8,1,6,1,,
18,2012-01-08,58.0,40.0,49.0,4.0,45.0,48.0,16.0,0.0,731.0,1738.0,TSRA FG+ BR HZ,0.0,0.02,29.56,30.07,3.8,2.0,4.1,2012,1,8,1,6,1,,
19,2012-01-08,41.0,19.0,30.0,9.0,21.0,28.0,35.0,0.0,722.0,1635.0, ,0.0,0.0,29.53,30.29,4.4,23.0,4.5,2012,1,8,1,6,1,,
20,2012-01-08,59.0,39.0,49.0,6.888888888888888,44.0,47.0,16.0,0.0,,,RA BR HZ VCTS,0.0,0.13,29.34,30.06,4.7,1.0,5.8,2012,1,8,1,6,1,,
1,2012-01-09,39.0,23.0,31.0,5.4444444444444455,12.0,25.0,34.0,0.0,,, ,0.0,0.0,30.06,30.2,2.3,23.0,4.0,2012,1,9,2,0,1,,
2,2012-01-09,38.0,21.0,30.0,6.0,12.0,27.588555703906994,35.0,0.0,716.0,1634.0, ,0.0,0.0,29.05,29.97843566004986,6.9,25.0,7.9,2012,1,9,2,0,1,,
3,2012-01-09,54.0,26.0,40.0,4.0,27.0,35.0,25.0,0.0,735.0,1727.0, ,0.0,0.0,29.46,30.2,6.6,35.0,7.2,2012,1,9,2,0,1,,
4,2012-01-09,57.0,42.0,50.0,-1.0,47.0,48.0,15.0,0.0,729.0,1748.0,RA BR,0.0,0.87,29.33,30.02,6.6,34.0,8.2,2012,1,9,2,0,1,,
6,2012-01-09,58.0,43.0,51.0,2.0,48.0,49.0,14.0,0.0,728.0,1748.0,TSRA RA DZ BR,0.0,0.62,29.48,30.0,11.2,35.0,12.5,2012,1,9,2,0,1,,
7,2012-01-09,52.0,27.0,40.0,5.4444444444444455,26.0,34.0,25.0,0.0,,, ,0.0,0.0,28.79,30.21,8.6,36.0,8.8,2012,1,9,2,0,1,,
8,2012-01-09,68.0,48.0,56.5690791103729,5.4444444444444455,50.0,52.0,11.217502040899772,2.8902975102564747,,,TSRA RA DZ BR VCTS,0.0,0.62,29.6,30.12991309222499,8.4,34.0,9.4,2012,1,9,2,0,1,,
9,2012-01-09,49.0,27.0,38.0,5.4444444444444455,25.0,33.0,27.0,0.0,,, ,0.0,0.0,29.17,29.96,6.8,25.0,7.5,2012,1,9,2,0,1,,
10,2012-01-09,75.0,52.0,64.0,5.4444444444444455,54.0,58.0,1.0,0.0,724.0,1744.0,BR,0.0,0.0,30.14,30.17,2.2,16.0,2.4,2012,1,9,2,0,1,,
11,2012-01-09,76.0,46.0,61.0,8.0,51.0,54.0,4.0,0.0,725.0,1743.0,FG BR,0.0,0.0,30.14,30.17,1.6,25.0,1.8,2012,1,9,2,0,1,,
12,2012-01-09,75.0,49.0,62.0,5.4444444444444455,53.0,56.0,3.0,0.0,,,FG+ BR,0.0,0.0,30.13,30.17,2.1,22.0,2.3,2012,1,9,2,0,1,,
13,2012-01-09,47.0,17.0,32.0,5.4444444444444455,19.0,27.0,33.0,0.0,,, ,0.0,0.0,24.37,30.31,3.4,18.0,3.9,2012,1,9,2,0,1,,
14,2012-01-09,51.0,32.0,42.0,6.0,26.0,35.0,23.0,0.0,740.0,1735.0, ,0.0,0.0,28.77,30.19,10.5,36.0,10.6,2012,1,9,2,0,1,,
15,2012-01-09,35.0,15.0,25.0,5.0,13.0,21.0,40.0,0.0,717.0,1629.0, ,0.0,0.0,29.81,30.18,1.0,16.0,2.9,2012,1,9,2,0,1,,
16,2012-01-09,38.0,21.0,30.0,5.4444444444444455,14.0,25.0,35.0,0.0,,, ,0.0,0.0,30.09,30.18,2.7,25.0,5.3,2012,1,9,2,0,1,,
17,2012-01-09,55.0,32.0,44.0,5.4444444444444455,26.0,36.0,21.0,0.0,,, ,0.0,0.0,29.52,30.22,4.6,1.0,5.0,2012,1,9,2,0,1,,
18,2012-01-09,51.0,44.0,48.0,3.0,43.0,45.0,17.0,0.0,731.0,1738.0,TSRA RA BR,0.0,1.32,29.54,30.08,8.0,36.0,9.0,2012,1,9,2,0,1,,
19,2012-01-09,46.0,27.0,37.0,16.0,26.0,32.0,28.0,0.0,722.0,1636.0, ,0.0,0.0,29.23,30.03,11.7,24.0,12.1,2012,1,9,2,0,1,,
20,2012-01-09,50.0,44.0,47.0,5.4444444444444455,43.0,45.0,18.0,0.0,,,RA BR VCTS,0.0,1.58,29.33,30.07,9.5,36.0,10.9,2012,1,9,2,0,1,,
1,2012-01-10,47.0,29.0,38.0,6.222222222222222,24.0,32.0,27.0,0.0,,, ,0.0,0.0,29.69,29.86,5.4,25.0,6.5,2012,1,10,2,1,1,,
2,2012-01-10,41.0,25.0,33.0,9.0,24.0,30.0,32.0,0.0,716.0,1635.0,SN,0.0,0.0,28.74,29.86,9.6,26.0,10.0,2012,1,10,2,1,1,,
3,2012-01-10,51.0,30.0,41.0,5.0,29.0,37.0,24.0,0.0,735.0,1727.0, ,0.0,0.0,29.16,29.94,3.0,34.0,4.6,2012,1,10,2,1,1,,
4,2012-01-10,58.0,41.0,50.0,-1.0,37.0,43.0,15.0,0.0,729.0,1749.0, ,0.0,0.0,29.24,29.97,5.5,30.0,7.1,2012,1,10,2,1,1,,
6,2012-01-10,60.0,35.0,48.0,-1.0,37.0,43.0,17.0,0.0,728.0,1749.0, ,0.0,0.0,29.41,29.97,7.8,31.0,8.4,2012,1,10,2,1,1,,
7,2012-01-10,55.0,32.0,44.0,6.222222222222222,28.0,36.0,21.0,0.0,,,RA,0.0,0.0,28.51,29.95,5.0,36.0,6.5,2012,1,10,2,1,1,,
8,2012-01-10,59.0,41.0,55.17982514219412,6.222222222222222,38.0,44.0,12.209938203534955,2.4879965103727884,,, ,0.0,0.0,29.6,29.93,7.4,30.0,8.1,2012,1,10,2,1,1,,
9,2012-01-10,54.0,24.0,39.0,6.222222222222222,29.0,34.0,26.0,0.0,,,BR,0.0,0.0,29.0,29.82,2.5,17.0,3.6,2012,1,10,2,1,1,,
10,2012-01-10,74.0,56.0,65.0,6.222222222222222,56.0,60.0,0.0,0.0,724.0,1744.0,RA BR HZ,0.0,0.0,30.03,30.05,3.6,17.0,4.1,2012,1,10,2,1,1,,
11,2012-01-10,76.0,47.0,62.0,9.0,54.0,57.0,3.0,0.0,725.0,1744.0,BR,0.0,0.0,30.02,30.05,3.7,17.0,4.1,2012,1,10,2,1,1,,
12,2012-01-10,75.0,48.0,62.0,6.222222222222222,55.0,58.0,3.0,0.0,,,BR,0.0,0.0,30.02,30.05,3.4,19.0,3.8,2012,1,10,2,1,1,,
13,2012-01-10,56.0,28.0,42.0,6.222222222222222,24.0,33.0,23.0,0.0,,, ,0.0,0.0,24.13,29.96,4.1,16.0,4.5,2012,1,10,2,1,1,,
14,2012-01-10,54.0,30.0,42.0,6.0,28.0,37.0,23.0,0.0,740.0,1736.0,RA,0.0,0.0,28.5,29.93,6.6,36.0,8.0,2012,1,10,2,1,1,,
15,2012-01-10,43.0,23.0,33.0,13.0,21.0,29.0,32.0,0.0,717.0,1630.0, ,0.0,0.0,29.44,29.84,2.8,27.0,6.3,2012,1,10,2,1,1,,
16,2012-01-10,47.0,28.0,38.0,6.222222222222222,25.0,32.0,27.0,0.0,,,SN BR,0.0,0.01,29.72,29.84,5.2,26.0,6.3,2012,1,10,2,1,1,,
17,2012-01-10,52.0,35.0,44.0,6.222222222222222,28.0,37.0,21.0,0.0,,, ,0.0,0.0,29.22,29.95,2.2,1.0,2.5,2012,1,10,2,1,1,,
18,2012-01-10,46.0,42.0,44.0,-1.0,41.0,43.0,21.0,0.0,731.0,1739.0,TS TSRA RA DZ BR,0.0,0.49,29.34,29.89,8.0,31.0,8.9,2012,1,10,2,1,1,,
19,2012-01-10,50.0,25.0,38.0,17.0,28.0,34.0,27.0,0.0,722.0,1637.0, ,0.0,0.0,29.14,29.93,4.5,21.0,4.9,2012,1,10,2,1,1,,
20,2012-01-10,47.0,42.0,45.0,6.222222222222222,41.0,43.0,20.0,0.0,,,TSRA RA BR,0.0,0.3,29.13,29.88,11.3,31.0,11.7,2012,1,10,2,1,1,,
1,2012-01-11,39.0,24.0,32.0,9.222222222222221,21.0,29.0,33.0,0.0,,, ,0.05555555555555555,0.0,29.91,30.1,3.4,7.0,4.2,2012,1,11,2,2,1,,
2,2012-01-11,38.0,28.0,33.0,9.0,22.0,28.0,32.0,0.0,715.0,1636.0, ,0.0,0.0,28.92,30.06,1.5,9.0,4.5,2012,1,11,2,2,1,,
3,2012-01-11,61.0,29.0,45.0,9.0,30.0,36.0,20.0,0.0,735.0,1728.0,SN BR,0.5,0.02,29.08,29.79,9.5,32.0,12.1,2012,1,11,2,2,1,,
4,2012-01-11,77.0,38.0,58.0,7.0,36.0,46.67422225193266,7.0,0.0,729.0,1749.0, ,0.0,0.0,29.1,30.20363033561175,3.7,29.0,6.3,2012,1,11,2,2,1,,
6,2012-01-11,76.0,29.0,53.0,4.0,36.0,45.0,12.0,0.0,728.0,1749.0, ,0.0,0.0,29.28,29.81,5.8,24.0,9.9,2012,1,11,2,2,1,,
7,2012-01-11,53.0,28.0,41.0,9.222222222222221,27.0,34.0,24.0,0.0,,,SN BR,0.0,0.0,28.47,29.84,12.5,34.0,15.8,2012,1,11,2,2,1,,
8,2012-01-11,72.0,41.0,55.18813696897517,9.222222222222221,36.0,47.0,12.353202140803347,2.6393526295971697,,, ,0.0,0.0,29.45,29.89020168531177,6.4,25.0,8.9,2012,1,11,2,2,1,,
9,2012-01-11,38.0,14.0,26.0,9.222222222222221,22.0,25.0,39.0,0.0,,,SN BR,0.0,0.0,28.99,29.76,13.0,32.0,14.1,2012,1,11,2,2,1,,
10,2012-01-11,75.0,59.0,67.0,9.222222222222221,55.0,60.0,0.0,2.0,724.0,1745.0,RA,0.05555555555555555,0.04,29.77,29.78,10.4,20.0,13.0,2012,1,11,2,2,1,,
11,2012-01-11,73.0,55.0,64.0,11.0,55.0,59.0,1.0,0.0,725.0,1745.0,RA,0.0,0.0,29.75,29.78,9.3,21.0,11.3,2012,1,11,2,2,1,,
12,2012-01-11,76.0,59.0,68.0,9.222222222222221,56.0,60.0,0.0,3.0,,, ,0.0,0.0,29.75,29.79,8.7,22.0,10.8,2012,1,11,2,2,1,,
13,2012-01-11,41.0,3.0,34.94226616228017,9.222222222222221,12.0,16.0,30.132455674028982,0.14992913611382752,,,SN FZFG BR,0.05555555555555555,0.01,24.24,30.15,5.3,4.0,8.8,2012,1,11,2,2,1,,
14,2012-01-11,56.0,29.0,43.0,7.0,28.0,35.0,22.0,0.0,740.0,1737.0,SN,0.0,0.0,28.45,29.82,14.2,35.0,15.6,2012,1,11,2,2,1,,
15,2012-01-11,34.0,21.0,28.0,8.0,18.0,25.0,37.0,0.0,717.0,1631.0,SN BR,0.0,0.0,29.67,30.09,1.1,36.0,3.2,2012,1,11,2,2,1,,
16,2012-01-11,38.0,23.0,31.0,9.222222222222221,22.0,29.0,34.0,0.0,,, ,0.05555555555555555,0.0,29.93,30.07,3.2,8.0,5.9,2012,1,11,2,2,1,,
17,2012-01-11,62.0,24.0,43.0,9.222222222222221,27.0,35.0,22.0,0.0,,,SN BR,0.0,0.02,29.15,29.82,5.7,33.0,5.9,2012,1,11,2,2,1,,
18,2012-01-11,65.0,36.0,51.0,6.0,39.0,45.0,14.0,0.0,731.0,1740.0, ,0.0,0.0,29.26,29.76,3.6,34.0,8.1,2012,1,11,2,2,1,,
19,2012-01-11,55.0,28.0,42.0,22.0,29.0,35.0,23.0,0.0,721.0,1638.0,BR HZ,0.0,0.0,28.85,29.64,0.7,21.0,2.5,2012,1,11,2,2,1,,
20,2012-01-11,64.0,37.0,51.0,9.222222222222221,39.0,45.0,14.0,0.0,,, ,0.0,0.0,29.05,29.76,4.4,31.0,9.2,2012,1,11,2,2,1,,
1,2012-01-12,40.0,31.0,36.0,-1.1111111111111112,31.0,34.0,29.0,0.0,,,RA SN BR,1.4888888888888892,0.69,29.62,29.74,10.7,5.0,12.3,2012,1,12,2,3,1,,
2,2012-01-12,33.0,30.0,32.0,8.0,31.0,31.0,33.0,0.0,715.0,1637.0,RA SN FG+ FG FZFG BR UP,3.6,1.06,28.62,29.69,10.5,5.0,10.7,2012,1,12,2,3,1,,
3,2012-01-12,35.0,21.0,28.0,-8.0,9.0,23.0,37.0,0.0,735.0,1729.0, ,0.0,0.0,29.39,30.11,14.5,30.0,15.1,2012,1,12,2,3,1,,
4,2012-01-12,50.0,33.0,42.0,-9.0,16.0,33.0,23.0,0.0,729.0,1750.0, ,0.0,0.0,29.54,30.24,8.2,34.0,8.3,2012,1,12,2,3,1,,
6,2012-01-12,51.0,28.0,40.0,-9.0,18.0,33.0,25.0,0.0,728.0,1750.0, ,0.0,0.0,29.7,30.22,13.3,34.0,13.9,2012,1,12,2,3,1,,
7,2012-01-12,36.0,18.0,27.0,-1.1111111111111112,3.0,21.0,38.0,0.0,,, ,0.0,0.0,28.77,30.17,12.4,31.0,12.8,2012,1,12,2,3,1,,
8,2012-01-12,54.0,32.0,54.938574287644514,-1.1111111111111112,20.0,34.0,12.581758680143484,2.619550791909596,,, ,0.0,0.0,29.83,29.997953436951214,12.1,34.0,13.0,2012,1,12,2,3,1,,
9,2012-01-12,16.0,11.0,14.0,-1.1111111111111112,5.0,12.0,51.0,0.0,,,SN,0.0,0.0,29.08,29.86,18.0,33.0,18.2,2012,1,12,2,3,1,,
10,2012-01-12,75.0,52.0,64.0,-1.1111111111111112,52.0,58.0,1.0,0.0,724.0,1746.0, ,1.4888888888888892,0.0,29.8,29.84,10.7,24.0,11.4,2012,1,12,2,3,1,,
11,2012-01-12,74.0,47.0,61.0,8.0,52.0,56.0,4.0,0.0,725.0,1746.0,BR,0.0,0.0,29.79,29.84,10.8,24.0,11.4,2012,1,12,2,3,1,,
12,2012-01-12,74.0,49.0,62.0,-1.1111111111111112,53.0,58.0,3.0,0.0,,, ,0.0,0.0,29.79,29.84,10.0,24.0,10.5,2012,1,12,2,3,1,,
13,2012-01-12,40.0,-1.0,20.0,-1.1111111111111112,3.0,18.0,45.0,0.0,,, ,1.4888888888888892,0.0,24.24,30.23,3.2,25.0,6.5,2012,1,12,2,3,1,,
14,2012-01-12,37.0,18.0,28.0,-8.0,2.0,22.0,37.0,0.0,739.0,1738.0, ,0.0,0.0,28.76,30.16,16.8,32.0,17.3,2012,1,12,2,3,1,,
15,2012-01-12,32.0,26.0,29.0,9.0,26.0,28.0,36.0,0.0,716.0,1632.0,SN FZFG BR UP,3.7,0.34,29.44,29.78,6.9,4.0,7.7,2012,1,12,2,3,1,,
16,2012-01-12,41.0,31.0,36.0,-1.1111111111111112,34.0,36.0,29.0,0.0,,,RA SN BR,1.4888888888888892,0.98,29.64,29.7,10.0,4.0,12.5,2012,1,12,2,3,1,,
17,2012-01-12,35.0,23.0,29.0,-1.1111111111111112,7.0,22.0,36.0,0.0,,, ,0.0,0.0,29.46,30.14,5.3,30.0,7.2,2012,1,12,2,3,1,,
18,2012-01-12,42.0,29.0,36.0,-9.0,14.0,29.0,29.0,0.0,730.0,1741.0, ,0.0,0.0,29.7,30.2,12.6,32.0,12.9,2012,1,12,2,3,1,,
19,2012-01-12,36.0,20.0,28.0,8.0,18.078960623342045,26.3144339938262,37.0,0.0,721.0,1639.0,DZ SN BR HZ,6.1,0.35,28.72,30.023161865121704,13.2,34.0,14.1,2012,1,12,2,3,1,,
20,2012-01-12,43.0,27.0,35.0,-1.1111111111111112,13.0,28.0,30.0,0.0,,, ,0.0,0.0,29.48,30.18,13.2,32.0,14.4,2012,1,12,2,3,1,,
1,2012-01-13,50.0,30.0,40.0,-0.1111111111111111,27.0,32.0,25.0,0.0,,,RA FZRA FG+ FG BR UP,0.06666666666666668,0.02,29.24,29.41,8.7,24.0,12.7,2012,1,13,2,4,1,,
2,2012-01-13,40.0,24.0,32.0,8.0,24.0,28.0,33.0,0.0,715.0,1638.0,FZRA FG+ FZFG UP,0.0,0.09,28.3,29.4,9.7,24.0,15.8,2012,1,13,2,4,1,,
3,2012-01-13,48.0,20.0,34.0,-2.0,10.0,26.0,31.0,0.0,734.0,1730.0, ,0.0,0.0,29.41,30.16,3.5,23.0,5.6,2012,1,13,2,4,1,,
4,2012-01-13,58.0,32.0,45.0,-6.0,22.0,36.0,20.0,0.0,728.0,1751.0, ,0.0,0.0,29.59,30.3,1.6,28.0,3.9,2012,1,13,2,4,1,,
6,2012-01-13,59.0,26.0,43.0,-6.0,23.0,35.0,22.0,0.0,728.0,1751.0, ,0.0,0.0,29.77,30.3,2.1,21.0,3.7,2012,1,13,2,4,1,,
7,2012-01-13,52.0,17.0,35.0,-0.1111111111111111,17.0,28.0,30.0,0.0,,, ,0.0,0.0,28.76,30.18,5.9,22.0,6.5,2012,1,13,2,4,1,,
8,2012-01-13,55.0,30.0,54.852373399513475,-0.1111111111111111,26.0,36.0,12.55331223534146,2.5078955683471538,,, ,0.0,0.0,29.94,29.98111111111111,1.6,23.0,2.4,2012,1,13,2,4,1,,
9,2012-01-13,14.0,8.0,11.0,-0.1111111111111111,4.0,10.0,54.0,0.0,,,SN,0.0,0.0,29.23,30.02,6.0,32.0,7.6,2012,1,13,2,4,1,,
10,2012-01-13,65.0,43.0,54.0,-0.1111111111111111,23.0,39.0,11.0,0.0,724.0,1747.0, ,0.06666666666666668,0.0,30.06,30.12,8.6,29.0,9.3,2012,1,13,2,4,1,,
11,2012-01-13,63.0,38.0,51.0,-2.0,21.0,37.0,14.0,0.0,725.0,1746.0, ,0.0,0.0,30.04,30.13,9.6,28.0,10.0,2012,1,13,2,4,1,,
12,2012-01-13,65.0,42.0,54.0,-0.1111111111111111,22.0,39.0,11.0,0.0,,, ,0.0,0.0,30.03,30.12,9.5,29.0,10.3,2012,1,13,2,4,1,,
13,2012-01-13,44.0,19.0,32.0,-0.1111111111111111,7.0,25.0,33.0,0.0,,, ,0.06666666666666668,0.0,24.23,30.11,7.4,26.0,8.6,2012,1,13,2,4,1,,
14,2012-01-13,52.0,18.0,35.0,-1.0,15.0,27.0,30.0,0.0,739.0,1739.0, ,0.0,0.0,28.74,30.17,4.4,23.0,5.8,2012,1,13,2,4,1,,
15,2012-01-13,36.0,26.0,31.0,11.0,25.0,28.0,34.0,0.0,716.0,1634.0,FZRA SN BR UP,0.0,0.11,29.0,29.38,5.2,25.0,6.9,2012,1,13,2,4,1,,
16,2012-01-13,54.0,30.0,42.0,-0.1111111111111111,27.0,33.0,23.0,0.0,,,RA FG BR,0.06666666666666668,0.06,29.28,29.38,9.6,24.0,13.5,2012,1,13,2,4,1,,
17,2012-01-13,49.0,15.0,32.0,-0.1111111111111111,10.0,25.0,33.0,0.0,,, ,0.0,0.0,29.48,30.19,2.0,22.0,2.2,2012,1,13,2,4,1,,
18,2012-01-13,56.0,28.0,42.0,-3.0,24.0,35.0,23.0,0.0,730.0,1742.0, ,0.0,0.0,29.7,30.23,3.8,20.0,3.9,2012,1,13,2,4,1,,
19,2012-01-13,22.0,18.0,20.0,0.0,14.0,19.0,45.0,0.0,721.0,1640.0,SN,0.6,0.05,29.11,29.84,11.0,30.0,11.1,2012,1,13,2,4,1,,
20,2012-01-13,57.0,27.0,42.0,-0.1111111111111111,21.0,35.0,23.0,0.0,,, ,0.0,0.0,29.5,30.22,3.4,21.0,4.0,2012,1,13,2,4,1,,
1,2012-01-14,35.0,14.0,25.0,-0.2222222222222222,12.0,23.0,40.0,0.0,,, ,0.03333333333333333,0.0,29.58,29.81,11.1,28.0,12.5,2012,1,14,2,5,1,,
2,2012-01-14,28.0,12.0,20.0,-3.0,8.0,19.0,45.0,0.0,714.0,1639.0, ,0.0,0.0,28.64,29.81,16.1,27.0,16.7,2012,1,14,2,5,1,,
3,2012-01-14,55.0,31.0,43.0,7.0,21.0,34.0,22.0,0.0,734.0,1731.0, ,0.0,0.0,29.47,30.2,5.1,29.0,6.7,2012,1,14,2,5,1,,
4,2012-01-14,67.0,31.0,49.0,-2.0,24.0,48.474470193129214,16.0,0.0,728.0,1752.0, ,0.0,0.0,29.62,30.17125276492229,1.5,21.0,1.9,2012,1,14,2,5,1,,
6,2012-01-14,66.0,22.0,44.0,-5.0,25.0,36.0,21.0,0.0,728.0,1752.0, ,0.0,0.0,29.8,30.35,4.1,21.0,4.4,2012,1,14,2,5,1,,
7,2012-01-14,57.0,29.0,43.0,-0.2222222222222222,16.0,33.0,22.0,0.0,,, ,0.0,0.0,28.83,30.23,2.6,32.0,7.8,2012,1,14,2,5,1,,
8,2012-01-14,63.0,30.0,55.3905944906216,-0.2222222222222222,30.0,39.0,12.105229848447955,2.594596142491317,,, ,0.0,0.0,29.99,30.13006959805124,4.0,22.0,4.6,2012,1,14,2,5,1,,
9,2012-01-14,21.0,6.0,14.0,-0.2222222222222222,9.0,13.0,51.0,0.0,,,SN BR HZ,0.0,0.01,29.31,30.1,4.7,14.0,5.3,2012,1,14,2,5,1,,
10,2012-01-14,57.0,37.0,47.0,-0.2222222222222222,21.0,37.0,18.0,0.0,724.0,1748.0, ,0.03333333333333333,0.0,30.27,30.31,7.3,31.0,8.4,2012,1,14,2,5,1,,
11,2012-01-14,56.0,29.0,43.0,-10.0,21.0,34.0,22.0,0.0,724.0,1747.0, ,0.0,0.0,30.27,30.31,5.6,30.0,6.1,2012,1,14,2,5,1,,
12,2012-01-14,56.0,33.0,45.0,-0.2222222222222222,22.0,36.0,20.0,0.0,,, ,0.0,0.0,30.26,30.31,7.8,31.0,8.4,2012,1,14,2,5,1,,
13,2012-01-14,53.0,20.0,37.0,-0.2222222222222222,12.0,30.0,28.0,0.0,,, ,0.03333333333333333,0.0,24.24,30.08,8.0,20.0,9.4,2012,1,14,2,5,1,,
14,2012-01-14,58.0,29.0,44.0,8.0,15.0,33.0,21.0,0.0,739.0,1740.0, ,0.0,0.0,28.81,30.22,2.9,34.0,7.6,2012,1,14,2,5,1,,
15,2012-01-14,31.0,5.0,18.0,-2.0,10.0,19.0,47.0,0.0,715.0,1635.0, ,0.0,0.0,29.34,29.8,11.0,30.0,12.3,2012,1,14,2,5,1,,
16,2012-01-14,35.0,15.0,25.0,-0.2222222222222222,12.0,23.0,40.0,0.0,,, ,0.03333333333333333,0.0,29.62,29.78,10.9,28.0,12.3,2012,1,14,2,5,1,,
17,2012-01-14,56.0,23.0,40.0,-0.2222222222222222,19.0,31.0,25.0,0.0,,, ,0.0,0.0,29.54,30.23,0.9,29.0,2.6,2012,1,14,2,5,1,,
18,2012-01-14,67.0,37.0,52.0,7.0,28.0,40.0,13.0,0.0,730.0,1743.0, ,0.0,0.0,29.73,30.26,2.5,19.0,4.3,2012,1,14,2,5,1,,
19,2012-01-14,21.0,14.0,18.0,-2.0,9.0,15.0,47.0,0.0,720.0,1641.0,SN,0.3,0.01,29.38,30.12,5.4,27.0,5.7,2012,1,14,2,5,1,,
20,2012-01-14,69.0,42.0,56.0,-0.2222222222222222,26.0,42.0,9.0,0.0,,, ,0.0,0.0,29.53,30.25,5.7,24.0,7.3,2012,1,14,2,5,1,,
1,2012-01-15,16.0,4.0,10.0,-1.3333333333333333,-5.0,7.0,55.0,0.0,,, ,0.0,0.0,30.09,30.31,11.2,31.0,11.6,2012,1,15,2,6,1,,
2,2012-01-15,13.0,2.0,8.0,-15.0,-3.0,5.0,57.0,0.0,714.0,1640.0, ,0.0,0.0,29.05,30.28,13.6,31.0,13.8,2012,1,15,2,6,1,,
3,2012-01-15,64.0,32.0,48.0,12.0,28.0,40.0,17.0,0.0,734.0,1732.0, ,0.0,0.0,29.29,30.06,16.3,17.0,16.5,2012,1,15,2,6,1,,
4,2012-01-15,64.0,37.0,51.0,0.0,41.0,48.0,14.0,0.0,728.0,1753.0, ,0.0,0.0,29.53,30.26,2.7,18.0,4.4,2012,1,15,2,6,1,,
6,2012-01-15,64.0,26.0,45.0,-4.0,42.0,46.0,20.0,0.0,728.0,1753.0, ,0.0,0.0,29.7,30.27,6.9,18.0,7.0,2012,1,15,2,6,1,,
7,2012-01-15,61.0,32.0,47.0,-1.3333333333333333,30.0,41.0,18.0,0.0,,, ,0.0,0.0,28.61,30.02,18.9,18.0,19.3,2012,1,15,2,6,1,,
8,2012-01-15,64.0,34.0,54.23976451757246,-1.3333333333333333,45.0,49.0,12.959687748020508,2.299676296855914,,, ,0.0,0.0,29.91,30.187777777777782,5.6,17.0,5.9,2012,1,15,2,6,1,,
9,2012-01-15,38.0,18.0,28.0,-1.3333333333333333,21.0,26.0,37.0,0.0,,,BR,0.0,0.0,29.11,29.93,11.2,14.0,11.3,2012,1,15,2,6,1,,
10,2012-01-15,65.0,38.0,52.0,-1.3333333333333333,29.0,41.0,13.0,0.0,724.0,1749.0, ,0.0,0.0,30.36,30.41,5.2,31.0,7.6,2012,1,15,2,6,1,,
11,2012-01-15,63.0,33.0,48.0,-5.0,27.0,38.0,17.0,0.0,724.0,1748.0, ,0.0,0.0,30.35,30.41,4.3,29.0,5.0,2012,1,15,2,6,1,,
12,2012-01-15,64.0,32.0,48.0,-1.3333333333333333,30.0,40.0,17.0,0.0,,, ,0.0,0.0,30.35,30.41,5.1,31.0,5.4,2012,1,15,2,6,1,,
13,2012-01-15,54.0,33.0,44.0,-1.3333333333333333,12.0,33.0,21.0,0.0,,, ,0.0,0.0,24.01,29.75,11.1,22.0,12.1,2012,1,15,2,6,1,,
14,2012-01-15,61.0,28.0,45.0,9.0,31.0,40.0,20.0,0.0,739.0,1741.0, ,0.0,0.0,28.61,30.03,14.7,17.0,15.1,2012,1,15,2,6,1,,
15,2012-01-15,10.0,-1.0,5.0,-15.0,-7.0,2.0,60.0,0.0,715.0,1636.0, ,0.0,0.0,29.85,30.31,11.2,31.0,11.4,2012,1,15,2,6,1,,
